## 
## THIS LEXICON: Adapted from MPQA Subjectivity Lexicon
## Source Lexicon URL: http://mpqa.cs.pitt.edu/lexicons/subj_lexicon/
## Source Lexicon Construction: manual, semi-automatic
##
## Other Notes:  
##    The subjectivity (reliability) scores are just numeric guestimates 
##    of the strongsubj and weaksubj labels used in the original lexicon.
##          strongsubj -> reliability=1
##          weaksubj -> reliability=0.25
##
## Line Format: WORD	POLARITY	SUBJECTIVITY_SCORE
restful	positive	0.25
restless	negative	0.25
restlessness	negative	0.25
restoration	positive	0.25
restorations	positive	0.25
restore	positive	0.25
restored	positive	0.25
restores	positive	0.25
restoring	positive	0.25
restraint	positive	0.25
restraints	positive	0.25
restrict	negative	0.25
restricted	negative	0.25
restricting	negative	0.25
restriction	negative	0.25
restrictions	negative	0.25
restrictive	negative	0.25
restricts	negative	0.25
resurgent	positive	0.25
retaliate	negative	0.25
retaliated	negative	0.25
retaliates	negative	0.25
retaliating	negative	0.25
retaliatory	negative	0.25
retard	negative	0.25
retarded	negative	0.25
retarding	negative	0.25
retards	negative	0.25
reticent	negative	1
retire	negative	0.25
retired	negative	0.25
retires	negative	0.25
retiring	negative	0.25
retract	negative	0.25
retracted	negative	0.25
retracting	negative	0.25
retracts	negative	0.25
retreat	negative	0.25
retreated	negative	0.25
retreating	negative	0.25
retreats	negative	0.25
reunite	positive	0.25
reunited	positive	0.25
reunites	positive	0.25
reuniting	positive	0.25
reval	positive	1
revaled	positive	1
revaling	positive	1
revals	positive	1
revel	positive	1
revelation	positive	0.25
revelations	positive	0.25
reveled	positive	1
reveling	positive	1
revelled	positive	1
revelling	positive	1
revels	positive	1
revenge	negative	1
revenged	negative	1
revengeful	negative	1
revengefully	negative	1
revenges	negative	1
revenging	negative	1
revere	positive	1
revered	positive	1
reverence	positive	1
reverences	positive	1
reverent	positive	1
reverently	positive	1
reveres	positive	1
revering	positive	1
revert	negative	0.25
reverted	negative	0.25
reverting	negative	0.25
reverts	negative	0.25
revile	negative	1
reviled	negative	1
reviles	negative	1
reviling	negative	1
revitalize	positive	0.25
revitalized	positive	0.25
revitalizes	positive	0.25
revitalizing	positive	0.25
revival	positive	0.25
revivals	positive	0.25
revive	positive	0.25
revived	positive	0.25
revives	positive	0.25
reviving	positive	0.25
revoke	negative	0.25
revoked	negative	0.25
revokes	negative	0.25
revoking	negative	0.25
revolt	negative	1
revolted	negative	1
revolting	negative	1
revoltingly	negative	1
revolts	negative	1
revolution	positive	0.25
revolutions	positive	0.25
revulsion	negative	1
revulsions	negative	1
revulsive	negative	1
reward	positive	1
rewarded	positive	1
rewarding	positive	1
rewardingly	positive	1
rewards	positive	1
rhapsodize	negative	0.25
rhapsodized	negative	0.25
rhapsodizes	negative	0.25
rhapsodizing	negative	0.25
rhetoric	negative	0.25
rhetorical	negative	1
rhetorics	negative	0.25
rich	positive	0.25
richer	positive	0.25
riches	positive	0.25
richest	positive	0.25
richly	positive	1
richness	positive	1
rid	negative	1
ridded	negative	1
ridding	negative	1
ridicule	negative	1
ridiculed	negative	1
ridicules	negative	1
ridiculing	negative	1
ridiculous	negative	1
ridiculously	negative	1
rids	negative	1
rife	negative	1
rifer	negative	1
rifest	negative	1
rift	negative	1
rifted	negative	1
rifting	negative	1
rifts	negative	1
right	positive	0.25
righted	positive	0.25
righten	positive	1
rightened	positive	1
rightening	positive	1
rightens	positive	1
righteous	positive	1
righteously	positive	1
righteousness	positive	1
righter	positive	0.25
rightest	positive	0.25
rightful	positive	1
rightfully	positive	1
righting	positive	0.25
rightly	positive	1
rightness	positive	1
rights	positive	0.25
rigid	negative	0.25
rigor	negative	0.25
rigorous	negative	0.25
rigors	negative	0.25
rile	negative	1
riled	negative	1
riles	negative	1
riling	negative	1
ripe	positive	0.25
riper	positive	0.25
ripest	positive	0.25
risk	negative	0.25
risk-free	positive	0.25
risked	negative	0.25
riskier	negative	0.25
riskiest	negative	0.25
risking	negative	0.25
risks	negative	0.25
risky	negative	0.25
rival	negative	0.25
rivaled	negative	0.25
rivaling	negative	0.25
rivalled	negative	0.25
rivalling	negative	0.25
rivalries	negative	0.25
rivalry	negative	0.25
rivals	negative	0.25
roadblock	negative	1
roadblocks	negative	1
robust	positive	0.25
rockier	negative	0.25
rockiest	negative	0.25
rocky	negative	0.25
rogue	negative	1
rogues	negative	1
rollercoaster	negative	1
rollercoasters	negative	1
romantic	positive	1
romantically	positive	1
romanticize	positive	1
romanticized	positive	1
romanticizes	positive	1
romanticizing	positive	1
romantics	positive	1
rosier	positive	1
rosiest	positive	1
rosy	positive	1
rot	negative	0.25
rots	negative	0.25
rotted	negative	0.25
rotten	negative	1
rottener	negative	1
rottenest	negative	1
rotting	negative	0.25
rough	negative	0.25
rougher	negative	0.25
roughest	negative	0.25
rousing	positive	1
rubbish	negative	1
rubbishes	negative	1
rude	negative	1
ruder	negative	1
rudest	negative	1
rue	negative	1
rued	negative	1
rues	negative	1
ruffian	negative	1
ruffians	negative	1
ruffle	negative	0.25
ruffled	negative	0.25
ruffles	negative	0.25
ruffling	negative	0.25
ruin	negative	0.25
ruined	negative	0.25
ruing	negative	1
ruining	negative	0.25
ruinous	negative	0.25
ruins	negative	0.25
rumbling	negative	1
rumblings	negative	1
rumor	negative	1
rumored	negative	1
rumoring	negative	1
rumors	negative	1
rumour	negative	1
rumoured	negative	1
rumouring	negative	1
rumours	negative	1
rumple	negative	1
rumpled	negative	1
rumples	negative	1
rumpling	negative	1
run-down	negative	1
runaway	negative	1
runaways	negative	1
rupture	negative	0.25
ruptured	negative	0.25
ruptures	negative	0.25
rupturing	negative	0.25
rustier	negative	1
rustiest	negative	1
rusty	negative	1
ruthless	negative	1
ruthlessly	negative	1
ruthlessness	negative	1
sabotage	negative	1
sabotaged	negative	1
sabotages	negative	1
sabotaging	negative	1
sacred	positive	1
sacrifice	negative	1
sacrificed	negative	1
sacrifices	negative	1
sacrificing	negative	1
sad	negative	1
sadden	negative	1
saddened	negative	1
saddening	negative	1
saddens	negative	1
sadder	negative	1
saddest	negative	1
sadly	negative	1
sadness	negative	1
sadnesses	negative	1
safe	positive	0.25
safeguard	positive	1
safeguarded	positive	1
safeguarding	positive	1
safeguards	positive	1
safer	positive	0.25
safest	positive	0.25
sag	negative	0.25
sagacities	positive	1
sagacity	positive	1
sage	positive	1
sagely	positive	1
sager	positive	1
sagest	positive	1
sagged	negative	0.25
sagging	negative	0.25
sags	negative	0.25
saint	positive	1
saintlier	positive	1
saintliest	positive	1
saintliness	positive	1
saintly	positive	1
saints	positive	1
salable	positive	0.25
salacious	negative	1
salivate	positive	0.25
salivated	positive	0.25
salivates	positive	0.25
salivating	positive	0.25
salutary	positive	1
salute	positive	1
saluted	positive	1
salutes	positive	1
saluting	positive	1
salvation	positive	1
salvations	positive	1
sanctified	positive	1
sanctifies	positive	1
sanctify	positive	1
sanctifying	positive	1
sanctimonious	negative	1
sanction	positive	1
sanctioned	positive	1
sanctioning	positive	1
sanctions	positive	1
sanctities	positive	1
sanctity	positive	1
sanctuaries	positive	1
sanctuary	positive	1
sane	positive	1
saner	positive	1
sanest	positive	1
sanguine	positive	1
sanities	positive	1
sanity	positive	1
sap	negative	1
sapped	negative	1
sapping	negative	1
saps	negative	1
sarcasm	negative	1
sarcasms	negative	1
sarcastic	negative	1
sarcastically	negative	1
sardonic	negative	1
sardonically	negative	1
sass	negative	1
sassed	negative	1
sasses	negative	1
sassing	negative	1
satirical	negative	1
satirize	negative	1
satirized	negative	1
satirizes	negative	1
satirizing	negative	1
satisfaction	positive	1
satisfactions	positive	1
satisfactorily	positive	1
satisfactory	positive	1
satisfied	positive	0.25
satisfies	positive	0.25
satisfy	positive	0.25
satisfying	positive	0.25
savage	negative	1
savaged	negative	1
savagely	negative	1
savageries	negative	1
savagery	negative	1
savages	negative	1
savaging	negative	1
savor	positive	0.25
savored	positive	0.25
savoring	positive	0.25
savors	positive	0.25
savvier	positive	1
savviest	positive	1
savvy	positive	1
scandal	negative	1
scandalize	negative	1
scandalized	negative	1
scandalizes	negative	1
scandalizing	negative	1
scandalous	negative	1
scandalously	negative	1
scandals	negative	1
scant	negative	0.25
scapegoat	negative	1
scapegoats	negative	1
scar	negative	1
scarce	negative	0.25
scarcely	negative	1
scarcer	negative	0.25
scarcest	negative	0.25
scarcities	negative	0.25
scarcity	negative	0.25
scare	negative	1
scared	negative	1
scares	negative	1
scarier	negative	1
scariest	negative	1
scarily	negative	1
scaring	negative	1
scarred	negative	1
scarring	negative	1
scars	negative	1
scary	negative	1
scathing	negative	1
scathingly	negative	1
scenic	positive	0.25
scheme	negative	1
schemed	negative	1
schemes	negative	1
scheming	negative	1
scoff	negative	1
scoffed	negative	1
scoffing	negative	1
scoffingly	negative	1
scoffs	negative	1
scold	negative	1
scolded	negative	1
scolding	negative	1
scoldingly	negative	1
scoldings	negative	1
scolds	negative	1
scorch	negative	1
scorched	negative	1
scorches	negative	1
scorching	negative	1
scorchingly	negative	1
scorn	negative	1
scorned	negative	1
scornful	negative	1
scornfully	negative	1
scorning	negative	1
scorns	negative	1
scoundrel	negative	1
scoundrels	negative	1
scourge	negative	1
scourges	negative	1
scowl	negative	1
scowled	negative	1
scowling	negative	1
scowls	negative	1
scream	negative	1
screamed	negative	1
screaming	negative	1
screams	negative	1
screech	negative	1
screeched	negative	1
screeches	negative	1
screeching	negative	1
screw	negative	0.25
screwed	negative	0.25
screwing	negative	0.25
screws	negative	0.25
scruple	positive	1
scruples	positive	1
scrupulous	positive	1
scrupulously	positive	1
scum	negative	1
scummy	negative	1
scums	negative	1
seamless	positive	1
seasoned	positive	0.25
second-class	negative	1
second-tier	negative	0.25
secretive	negative	0.25
secure	positive	0.25
securely	positive	0.25
securer	positive	0.25
securest	positive	0.25
securities	positive	0.25
security	positive	0.25
sedentary	negative	0.25
seductive	positive	1
seedier	negative	1
seediest	negative	1
seedy	negative	1
seethe	negative	1
seethed	negative	1
seethes	negative	1
seething	negative	1
selective	positive	0.25
self-coup	negative	1
self-coups	negative	1
self-criticism	negative	1
self-criticisms	negative	1
self-defeating	negative	0.25
self-destructive	negative	1
self-determination	positive	1
self-determinations	positive	1
self-humiliation	negative	1
self-humiliations	negative	1
self-interest	negative	1
self-interested	negative	1
self-interests	negative	1
self-respect	positive	1
self-respects	positive	1
self-satisfaction	positive	1
self-satisfactions	positive	1
self-serving	negative	1
self-sufficiencies	positive	0.25
self-sufficiency	positive	0.25
self-sufficient	positive	0.25
selfinterested	negative	1
selfish	negative	1
selfishly	negative	1
selfishness	negative	1
semblance	positive	0.25
semblances	negative	0.25
senile	negative	1
sensation	positive	1
sensational	positive	1
sensationalize	negative	1
sensationalized	negative	1
sensationalizes	negative	1
sensationalizing	negative	1
sensationally	positive	1
sensations	positive	1
sense	positive	1
sensed	positive	1
senseless	negative	1
senselessly	negative	1
senses	positive	1
sensible	positive	1
sensibly	positive	1
sensing	positive	1
sensitive	positive	0.25
sensitively	positive	1
sensitives	positive	0.25
sensitivities	positive	1
sensitivity	positive	1
sentiment	positive	1
sentimentalities	positive	1
sentimentality	positive	1
sentimentally	positive	1
sentiments	positive	1
serene	positive	1
serenities	positive	1
serenity	positive	1
serious	negative	1
seriously	negative	1
seriousness	negative	1
sermonize	negative	1
sermonized	negative	1
sermonizes	negative	1
sermonizing	negative	1
servitude	negative	1
servitudes	negative	1
set-up	negative	1
set-ups	negative	1
settle	positive	0.25
settled	positive	0.25
sever	negative	0.25
severe	negative	1
severed	negative	0.25
severely	negative	1
severer	negative	1
severest	negative	1
severities	negative	1
severity	negative	1
sexier	positive	1
sexiest	positive	1
sexy	positive	1
shabbier	negative	1
shabbiest	negative	1
shabby	negative	1
shadier	negative	1
shadiest	negative	1
shadow	negative	1
shadowed	negative	1
shadowier	negative	0.25
shadowiest	negative	0.25
shadowing	negative	1
shadows	negative	1
shadowy	negative	0.25
shady	negative	1
shake	negative	0.25
shaken	negative	0.25
shakes	negative	0.25
shakier	negative	0.25
shakiest	negative	0.25
shaking	negative	0.25
shaky	negative	0.25
shallow	negative	0.25
shallower	negative	0.25
shallowest	negative	0.25
sham	negative	1
shambles	negative	1
shame	negative	1
shamed	negative	1
shameful	negative	1
shamefully	negative	1
shamefulness	negative	1
shameless	negative	1
shamelessly	negative	1
shamelessness	negative	1
shames	negative	1
shaming	negative	1
shark	negative	1
sharks	negative	1
sharp	negative	0.25
sharper	negative	0.25
sharpest	negative	0.25
sharply	negative	0.25
shatter	negative	1
shattered	negative	1
shattering	negative	1
shatters	negative	1
sheer	negative	1
sheerer	negative	1
sheerest	negative	1
shelter	positive	0.25
sheltered	positive	0.25
sheltering	positive	0.25
shelters	positive	0.25
shield	positive	0.25
shielded	positive	0.25
shielding	positive	0.25
shields	positive	0.25
shier	negative	1
shiest	negative	1
shimmer	positive	1
shimmered	positive	1
shimmering	positive	1
shimmeringly	positive	1
shimmers	positive	1
shine	positive	0.25
shined	positive	0.25
shines	positive	1
shinier	positive	1
shiniest	positive	1
shining	positive	0.25
shiny	positive	1
shipwreck	negative	0.25
shipwrecks	negative	0.25
shirk	negative	1
shirked	negative	1
shirker	negative	1
shirkers	negative	1
shirking	negative	1
shirks	negative	1
shiver	negative	1
shivered	negative	1
shivering	negative	1
shivers	negative	1
shock	negative	1
shocked	negative	1
shocking	negative	1
shockingly	negative	1
shocks	negative	1
shoddier	negative	1
shoddiest	negative	1
shoddy	negative	1
shook	negative	0.25
short-lived	negative	0.25
shortage	negative	0.25
shortages	negative	0.25
shortchange	negative	1
shortchanged	negative	1
shortchanges	negative	1
shortchanging	negative	1
shortcoming	negative	1
shortcomings	negative	1
shortsighted	negative	1
shortsightedness	negative	1
showdown	negative	0.25
showdowns	negative	0.25
shred	negative	0.25
shredded	negative	0.25
shredding	negative	0.25
shreds	negative	0.25
shrew	negative	1
shrewd	positive	1
shrewder	positive	1
shrewdest	positive	1
shrewdly	positive	1
shrewdness	positive	1
shrews	negative	1
shriek	negative	1
shrieked	negative	1
shrieking	negative	1
shrieks	negative	1
shrill	negative	1
shriller	negative	1
shrillest	negative	1
shrilly	negative	1
shrivel	negative	1
shriveled	negative	1
shriveling	negative	1
shrivelled	negative	1
shrivelling	negative	1
shrivels	negative	1
shroud	negative	1
shrouded	negative	1
shroudeds	negative	1
shrouding	negative	1
shrouds	negative	1
shrug	negative	0.25
shrugged	negative	0.25
shrugging	negative	0.25
shrugs	negative	0.25
shun	negative	1
shunned	negative	1
shunning	negative	1
shuns	negative	1
shy	negative	1
shyer	negative	1
shyest	negative	1
shyly	negative	1
shyness	negative	1
sick	negative	0.25
sicken	negative	1
sickened	negative	1
sickening	negative	1
sickeningly	negative	1
sickens	negative	1
sicker	negative	0.25
sickest	negative	0.25
sickly	negative	1
sickness	negative	0.25
sicknesses	negative	0.25
sidetrack	negative	1
sidetracked	negative	1
sidetracking	negative	1
sidetracks	negative	1
siege	negative	0.25
sieges	negative	0.25
significance	positive	0.25
significances	positive	0.25
significant	positive	0.25
signified	positive	0.25
signifies	positive	0.25
signify	positive	0.25
signifying	positive	0.25
sillier	negative	1
silliest	negative	1
sillily	negative	1
silly	negative	1
simmer	negative	1
simmered	negative	1
simmering	negative	1
simmers	negative	1
simple	positive	0.25
simpler	positive	0.25
simplest	positive	0.25
simplicities	positive	1
simplicity	positive	1
simplified	positive	0.25
simplifies	positive	0.25
simplify	positive	0.25
simplifying	positive	0.25
simplistic	negative	1
simplistically	negative	1
sin	negative	1
sincere	positive	1
sincerely	positive	1
sincerer	positive	1
sincerest	positive	1
sincerities	positive	0.25
sincerity	positive	0.25
sinful	negative	1
sinfully	negative	1
sinister	negative	1
sinisterly	negative	1
sink	negative	0.25
sinked	negative	0.25
sinking	negative	0.25
sinkings	negative	0.25
sinks	negative	0.25
sinning	negative	1
sins	negative	1
skeleton	negative	1
skeletons	negative	1
skeptical	negative	1
skeptically	negative	1
skepticism	negative	1
skepticisms	negative	1
sketchier	negative	0.25
sketchiest	negative	0.25
sketchy	negative	0.25
skill	positive	0.25
skilled	positive	0.25
skillful	positive	1
skillfully	positive	1
skills	positive	0.25
skimpier	negative	0.25
skimpiest	negative	0.25
skimpy	negative	0.25
skittish	negative	1
skittishly	negative	1
skulk	negative	1
skulked	negative	1
skulking	negative	1
skulks	negative	1
slack	negative	0.25
slacker	negative	0.25
slackest	negative	0.25
slander	negative	1
slandered	negative	1
slanderer	negative	1
slanderers	negative	1
slandering	negative	1
slanderous	negative	1
slanderously	negative	1
slanders	negative	1
slap	negative	1
slapped	negative	1
slapping	negative	1
slaps	negative	1
slash	negative	1
slashed	negative	1
slashes	negative	1
slashing	negative	1
slaughter	negative	0.25
slaughtered	negative	0.25
slaughtering	negative	0.25
slaughters	negative	0.25
slave	negative	1
slaved	negative	1
slaves	negative	1
slaving	negative	1
sleazier	negative	1
sleaziest	negative	1
sleazy	negative	1
sleek	positive	0.25
sleeker	positive	0.25
sleekest	positive	0.25
slender	positive	0.25
slenderer	positive	0.25
slenderest	positive	0.25
slier	negative	1
sliest	negative	1
slight	negative	0.25
slighted	negative	0.25
slighter	negative	0.25
slightest	negative	0.25
slighting	negative	0.25
slightly	negative	0.25
slights	negative	0.25
slim	positive	0.25
slime	negative	1
slimes	negative	1
slimmer	positive	0.25
slimmest	positive	0.25
sloppier	negative	1
sloppiest	negative	1
sloppily	negative	1
sloppy	negative	1
sloth	negative	1
slothful	negative	1
sloths	negative	1
slow	negative	0.25
slow-moving	negative	0.25
slower	negative	0.25
slowest	negative	0.25
slowly	negative	0.25
slug	negative	0.25
sluggish	negative	0.25
slugs	negative	0.25
slump	negative	0.25
slumped	negative	0.25
slumps	negative	0.25
slur	negative	1
slurs	negative	1
sly	negative	1
slyer	negative	1
slyest	negative	1
smack	negative	1
smacks	negative	1
smart	negative	1
smarted	negative	1
smarter	positive	1
smartest	positive	1
smarting	negative	1
smartly	positive	1
smarts	negative	1
smash	negative	0.25
smashed	negative	0.25
smashes	negative	0.25
smashing	negative	0.25
smear	negative	0.25
smeared	negative	0.25
smearing	negative	0.25
smears	negative	0.25
smell	negative	0.25
smelled	negative	0.25
smelling	negative	0.25
smells	negative	0.25
smile	positive	1
smiled	positive	1
smiles	positive	1
smiling	positive	1
smilingly	positive	1
smite	positive	1
smites	positive	1
smiting	positive	1
smitten	positive	1
smokescreen	negative	1
smokescreens	negative	1
smolder	negative	1
smoldered	negative	1
smoldering	negative	1
smolders	negative	1
smooth	positive	0.25
smoother	positive	0.25
smoothest	positive	0.25
smote	positive	1
smother	negative	1
smothered	negative	1
smothering	negative	1
smothers	negative	1
smoulder	negative	1
smouldered	negative	1
smouldering	negative	1
smoulders	negative	1
smug	negative	1
smugger	negative	1
smuggest	negative	1
smugly	negative	1
smut	negative	1
smuts	negative	1
smuttier	negative	1
smuttiest	negative	1
smutty	negative	1
snare	negative	0.25
snares	negative	0.25
snarl	negative	0.25
snarled	negative	0.25
snarling	negative	0.25
snarls	negative	0.25
snatch	negative	0.25
snatched	negative	0.25
snatches	negative	0.25
snatching	negative	0.25
sneak	negative	0.25
sneaked	negative	0.25
sneakier	negative	0.25
sneakiest	negative	0.25
sneakily	negative	0.25
sneaking	negative	0.25
sneaks	negative	0.25
sneaky	negative	0.25
sneer	negative	1
sneered	negative	1
sneering	negative	1
sneeringly	negative	1
sneers	negative	1
snub	negative	1
snubbed	negative	1
snubbing	negative	1
snubs	negative	1
snuck	negative	0.25
so-cal	negative	1
so-called	negative	1
sob	negative	1
sobbed	negative	1
sobbing	negative	1
sober	negative	1
sobered	negative	0.25
soberer	negative	1
soberest	negative	1
sobering	negative	1
sobers	negative	0.25
sobs	negative	1
sociable	positive	1
soft-spoken	positive	0.25
soften	positive	1
softened	positive	1
softening	positive	1
softens	positive	1
solace	positive	1
solaced	positive	1
solaces	positive	1
solacing	positive	1
solemn	negative	0.25
solicitous	positive	1
solicitously	positive	1
solicitude	positive	1
solicitudes	positive	1
solid	positive	0.25
solidarities	positive	1
solidarity	positive	1
solider	positive	0.25
solidest	positive	0.25
solids	positive	0.25
somber	negative	1
soothe	positive	1
soothed	positive	1
soothes	positive	1
soothing	positive	1
soothingly	positive	1
sophisticated	positive	1
sore	negative	1
sorely	negative	1
soreness	negative	0.25
sorer	negative	1
sores	negative	1
sorest	negative	1
sorrier	negative	1
sorriest	negative	1
sorrow	negative	1
sorrowed	negative	1
sorrowful	negative	1
sorrowfully	negative	1
sorrowing	negative	1
sorrows	negative	1
sorry	negative	1
sound	positive	0.25
sounder	positive	0.25
soundest	positive	0.25
sounding	negative	0.25
soundness	positive	0.25
sour	negative	0.25
sourer	negative	0.25
sourest	negative	0.25
sourly	negative	0.25
spacious	positive	0.25
spade	negative	1
spaded	negative	1
spades	negative	1
spading	negative	1
spank	negative	1
spanked	negative	1
spanking	negative	1
spanks	negative	1
spare	positive	0.25
spared	positive	0.25
spares	positive	0.25
sparing	positive	0.25
sparingly	positive	0.25
sparkle	positive	1
sparkled	positive	1
sparkles	positive	1
sparkling	positive	1
special	positive	0.25
spectacular	positive	1
spectacularly	positive	1
speedier	positive	0.25
speediest	positive	0.25
speedy	positive	0.25
spellbind	positive	1
spellbinding	positive	1
spellbindingly	positive	1
spellbinds	positive	1
spellbound	positive	1
spill	negative	1
spilled	negative	1
spilling	negative	1
spillings	negative	1
spills	negative	1
spinster	negative	0.25
spinsters	negative	0.25
spirit	positive	0.25
spirited	positive	0.25
spiritless	negative	1
spirits	positive	0.25
spiritual	positive	1
spirituals	positive	1
spite	negative	1
spiteful	negative	1
spitefully	negative	1
spitefulness	negative	1
spites	negative	1
splendid	positive	1
splendidly	positive	1
splendor	positive	1
splendors	positive	1
split	negative	0.25
splits	negative	0.25
splitted	negative	0.25
splitting	negative	0.25
spoil	negative	1
spoiled	negative	1
spoiling	negative	1
spoils	negative	1
spoilt	negative	1
spook	negative	1
spooked	negative	1
spookier	negative	1
spookiest	negative	1
spookily	negative	1
spooking	negative	1
spooks	negative	1
spooky	negative	1
spoon-fed	negative	1
spoon-feed	negative	1
spoon-feeding	negative	1
spoon-feeds	negative	1
spoonfed	negative	1
spoonfeed	negative	1
spoonfeeding	negative	1
spoonfeeds	negative	1
sporadic	negative	0.25
spot	negative	0.25
spotless	positive	1
spottier	negative	0.25
spottiest	negative	0.25
spotty	negative	0.25
sprightlier	positive	1
sprightliest	positive	1
sprightly	positive	1
spur	positive	1
spurious	negative	1
spurn	negative	1
spurned	negative	1
spurning	negative	1
spurns	negative	1
spurred	positive	1
spurring	positive	1
spurs	positive	1
sputter	negative	1
sputtered	negative	1
sputtering	negative	1
sputters	negative	1
squabble	negative	1
squabbled	negative	1
squabbles	negative	1
squabbling	negative	1
squabblings	negative	1
squander	negative	1
squandered	negative	1
squandering	negative	1
squanders	negative	1
squarely	positive	1
squash	negative	1
squashed	negative	1
squashes	negative	1
squashing	negative	1
squirm	negative	1
squirmed	negative	1
squirming	negative	1
squirms	negative	1
stab	negative	0.25
stabbed	negative	0.25
stabbing	negative	0.25
stabilities	positive	0.25
stability	positive	0.25
stabilize	positive	0.25
stabilized	positive	0.25
stabilizes	positive	0.25
stabilizing	positive	0.25
stable	positive	0.25
stabler	positive	0.25
stablest	positive	0.25
stabs	negative	0.25
stagger	negative	0.25
staggered	negative	0.25
staggering	negative	1
staggeringly	negative	1
staggers	negative	0.25
stagnant	negative	0.25
stagnate	negative	1
stagnated	negative	1
stagnates	negative	1
stagnating	negative	1
stagnation	negative	1
stagnations	negative	1
staid	negative	1
stain	negative	0.25
stained	negative	0.25
staining	negative	0.25
stainless	positive	0.25
stains	negative	0.25
stake	negative	0.25
stakes	negative	0.25
stale	negative	1
stalemate	negative	1
stalemates	negative	1
staler	negative	1
stalest	negative	1
stammer	negative	1
stammered	negative	1
stammering	negative	1
stammers	negative	1
stampede	negative	0.25
stampeded	negative	0.25
stampedes	negative	0.25
stampeding	negative	0.25
stanch	positive	1
stancher	positive	1
stanchest	positive	1
stand	positive	0.25
standing	positive	0.25
standstill	negative	1
standstills	negative	1
stank	negative	1
star	positive	1
stark	negative	1
starker	negative	1
starkest	negative	1
starkly	negative	1
starred	positive	1
starring	positive	1
stars	positive	1
startle	negative	1
startled	negative	1
startles	negative	1
startling	negative	1
startlingly	negative	1
starvation	negative	0.25
starvations	negative	0.25
starve	negative	0.25
starved	negative	0.25
starves	negative	0.25
starving	negative	0.25
statelier	positive	1
stateliest	positive	1
stately	positive	1
static	negative	0.25
statuesque	positive	1
staunch	positive	1
stauncher	positive	1
staunchest	positive	1
staunchly	positive	1
staunchness	positive	1
steadfast	positive	1
steadfastly	positive	1
steadfastness	positive	1
steadier	positive	0.25
steadiest	positive	0.25
steadiness	positive	0.25
steady	positive	0.25
steal	negative	0.25
stealing	negative	0.25
stealings	negative	0.25
steals	negative	0.25
steep	negative	0.25
steeper	negative	0.25
steepest	negative	0.25
steeply	negative	0.25
stellar	positive	1
stellarly	positive	1
stench	negative	1
stenches	negative	1
stereotype	negative	1
stereotypes	negative	1
stereotypical	negative	1
stereotypically	negative	1
stern	negative	1
sterner	negative	1
sternest	negative	1
stew	negative	1
stewed	negative	1
stewing	negative	1
stews	negative	1
stickier	negative	0.25
stickiest	negative	0.25
sticky	negative	0.25
sties	negative	1
stiff	negative	0.25
stiffer	negative	0.25
stiffest	negative	0.25
stifle	negative	1
stifled	negative	1
stifles	negative	1
stifling	negative	1
stiflingly	negative	1
stigma	negative	1
stigmas	negative	1
stigmata	negative	1
stigmatize	negative	1
stigmatized	negative	1
stigmatizes	negative	1
stigmatizing	negative	1
stimulate	positive	1
stimulated	positive	1
stimulates	positive	1
stimulating	positive	1
stimulative	positive	0.25
sting	negative	1
stinging	negative	1
stingingly	negative	1
stings	negative	0.25
stink	negative	1
stinked	negative	1
stinking	negative	1
stinks	negative	1
stirring	positive	1
stirringly	positive	1
stodgier	negative	1
stodgiest	negative	1
stodgy	negative	1
stole	negative	0.25
stolen	negative	0.25
stood	positive	0.25
stooge	negative	1
stooged	negative	1
stooges	negative	1
stooging	negative	1
storm	negative	0.25
stormed	negative	0.25
stormier	negative	0.25
stormiest	negative	0.25
storming	negative	0.25
storms	negative	0.25
stormy	negative	0.25
straggle	negative	0.25
straggled	negative	0.25
straggler	negative	0.25
stragglers	negative	0.25
straggles	negative	0.25
straggling	negative	0.25
straight	positive	0.25
straighter	positive	0.25
straightest	positive	0.25
straightforward	positive	1
strain	negative	0.25
strained	negative	0.25
straining	negative	0.25
strains	negative	0.25
strange	negative	1
strangely	negative	1
stranger	negative	1
strangers	negative	1
strangest	negative	1
strangle	negative	0.25
strangled	negative	0.25
strangles	negative	0.25
strangling	negative	0.25
streamlined	positive	0.25
strenuous	negative	0.25
stress	negative	1
stressed	negative	1
stresses	negative	1
stressful	negative	1
stressfully	negative	1
stressing	negative	1
stricken	negative	1
strict	negative	1
stricter	negative	1
strictest	negative	1
strictly	negative	1
stridden	positive	1
stride	positive	1
strided	positive	0.25
strident	negative	1
stridently	negative	1
strides	positive	0.25
striding	positive	0.25
strife	negative	1
strifes	negative	1
strike	negative	0.25
strikes	negative	0.25
striking	positive	1
strikingly	positive	1
stringent	negative	0.25
stringently	negative	0.25
strive	positive	1
strived	positive	1
striven	positive	1
strives	positive	1
striving	positive	1
strivings	positive	1
strode	positive	1
strong	positive	0.25
stronger	positive	0.25
strongest	positive	0.25
strove	positive	1
struck	negative	0.25
struggle	negative	1
struggles	negative	1
struggling	negative	1
strut	negative	1
struts	negative	1
strutted	negative	1
strutting	negative	1
stubborn	negative	1
stubborner	negative	1
stubbornest	negative	1
stubbornly	negative	1
stubbornness	negative	1
studious	positive	1
studiously	positive	1
stuffier	negative	1
stuffiest	negative	1
stuffy	negative	1
stumble	negative	0.25
stumbled	negative	0.25
stumbles	negative	0.25
stumbling	negative	0.25
